"year","geo","country","sex","ple"
2012,"HU32","HU","F",78.8
2013,"HU32","HU","F",79
2014,"HU32","HU","F",79
2015,"HU32","HU","F",78.4
2016,"HU32","HU","F",79.2
1992,"HU33","HU","F",73.8
1993,"HU33","HU","F",74.3
1994,"HU33","HU","F",74.8
1995,"HU33","HU","F",74.9
1996,"HU33","HU","F",75.2
1997,"HU33","HU","F",75.9
1998,"HU33","HU","F",75.4
1999,"HU33","HU","F",75.6
2000,"HU33","HU","F",76.3
2001,"HU33","HU","F",76.8
2002,"HU33","HU","F",76.7
2003,"HU33","HU","F",76.6
2004,"HU33","HU","F",77.3
2005,"HU33","HU","F",76.9
2006,"HU33","HU","F",77.8
2007,"HU33","HU","F",77.7
2008,"HU33","HU","F",78
2009,"HU33","HU","F",78.2
2010,"HU33","HU","F",78.6
2011,"HU33","HU","F",78.1
2012,"HU33","HU","F",78.6
2013,"HU33","HU","F",79
2014,"HU33","HU","F",79.1
2015,"HU33","HU","F",78.8
2016,"HU33","HU","F",79.4
1992,"IE01","IE","F",NA
1993,"IE01","IE","F",NA
1994,"IE01","IE","F",NA
1995,"IE01","IE","F",NA
1996,"IE01","IE","F",NA
1997,"IE01","IE","F",78.7
1998,"IE01","IE","F",79.4
1999,"IE01","IE","F",79.3
2000,"IE01","IE","F",79.2
2001,"IE01","IE","F",80.1
2002,"IE01","IE","F",80.7
2003,"IE01","IE","F",80.9
2004,"IE01","IE","F",81.6
2005,"IE01","IE","F",81.8
2006,"IE01","IE","F",82.8
2007,"IE01","IE","F",82.4
2008,"IE01","IE","F",82.4
2009,"IE01","IE","F",82.8
2010,"IE01","IE","F",83.4
2011,"IE01","IE","F",83.2
2012,"IE01","IE","F",83.3
2013,"IE01","IE","F",83.5
2014,"IE01","IE","F",83.7
2015,"IE01","IE","F",83.7
2016,"IE01","IE","F",83.9
1992,"IE02","IE","F",NA
1993,"IE02","IE","F",NA
1994,"IE02","IE","F",NA
1995,"IE02","IE","F",NA
1996,"IE02","IE","F",NA
1997,"IE02","IE","F",78.7
1998,"IE02","IE","F",79
1999,"IE02","IE","F",78.7
2000,"IE02","IE","F",79.3
2001,"IE02","IE","F",79.8
2002,"IE02","IE","F",80.2
2003,"IE02","IE","F",80.6
2004,"IE02","IE","F",80.9
2005,"IE02","IE","F",81.3
2006,"IE02","IE","F",82
2007,"IE02","IE","F",82
2008,"IE02","IE","F",82.2
2009,"IE02","IE","F",82.6
2010,"IE02","IE","F",82.9
2011,"IE02","IE","F",82.9
2012,"IE02","IE","F",83
2013,"IE02","IE","F",82.9
2014,"IE02","IE","F",83.4
2015,"IE02","IE","F",83.3
2016,"IE02","IE","F",83.5
1992,"ITC1","IT","F",80.9
1993,"ITC1","IT","F",80.9
1994,"ITC1","IT","F",80.9
1995,"ITC1","IT","F",81.1
1996,"ITC1","IT","F",81.8
1997,"ITC1","IT","F",81.9
1998,"ITC1","IT","F",81.9
1999,"ITC1","IT","F",82
2000,"ITC1","IT","F",82.6
2001,"ITC1","IT","F",83
2002,"ITC1","IT","F",82.8
2003,"ITC1","IT","F",82.5
2004,"ITC1","IT","F",83.6
2005,"ITC1","IT","F",83.4
2006,"ITC1","IT","F",83.7
2007,"ITC1","IT","F",84.2
2008,"ITC1","IT","F",84
2009,"ITC1","IT","F",84.2
2010,"ITC1","IT","F",84.6
2011,"ITC1","IT","F",84.8
2012,"ITC1","IT","F",84.7
2013,"ITC1","IT","F",85.1
2014,"ITC1","IT","F",85.5
2015,"ITC1","IT","F",84.7
2016,"ITC1","IT","F",85.5
1992,"ITC2","IT","F",81.5
1993,"ITC2","IT","F",81.2
1994,"ITC2","IT","F",81.4
1995,"ITC2","IT","F",82.5
1996,"ITC2","IT","F",81.3
1997,"ITC2","IT","F",82.4
1998,"ITC2","IT","F",81.9
1999,"ITC2","IT","F",83.1
2000,"ITC2","IT","F",82.3
2001,"ITC2","IT","F",82.4
2002,"ITC2","IT","F",82.3
2003,"ITC2","IT","F",82.8
2004,"ITC2","IT","F",83.4
2005,"ITC2","IT","F",83.3
2006,"ITC2","IT","F",83.9
2007,"ITC2","IT","F",84.1
2008,"ITC2","IT","F",84.2
2009,"ITC2","IT","F",85.1
2010,"ITC2","IT","F",85.1
2011,"ITC2","IT","F",85.7
2012,"ITC2","IT","F",84.9
2013,"ITC2","IT","F",85.9
2014,"ITC2","IT","F",85.7
2015,"ITC2","IT","F",84.1
2016,"ITC2","IT","F",85.7
1992,"ITC3","IT","F",81.1
1993,"ITC3","IT","F",80.7
1994,"ITC3","IT","F",81.1
1995,"ITC3","IT","F",81.3
1996,"ITC3","IT","F",81.9
1997,"ITC3","IT","F",82.2
1998,"ITC3","IT","F",82.3
1999,"ITC3","IT","F",82.6
2000,"ITC3","IT","F",82.7
2001,"ITC3","IT","F",82.9
2002,"ITC3","IT","F",83.2
2003,"ITC3","IT","F",82.5
2004,"ITC3","IT","F",83.9
2005,"ITC3","IT","F",83.7
2006,"ITC3","IT","F",83.8
2007,"ITC3","IT","F",84.2
2008,"ITC3","IT","F",84
2009,"ITC3","IT","F",84.2
2010,"ITC3","IT","F",84.6
2011,"ITC3","IT","F",84.6
2012,"ITC3","IT","F",84.6
2013,"ITC3","IT","F",85
2014,"ITC3","IT","F",85.7
2015,"ITC3","IT","F",84.8
2016,"ITC3","IT","F",85.8
1992,"ITC4","IT","F",81.1
1993,"ITC4","IT","F",81.2
1994,"ITC4","IT","F",81.5
1995,"ITC4","IT","F",81.6
1996,"ITC4","IT","F",81.9
1997,"ITC4","IT","F",82.3
1998,"ITC4","IT","F",82.4
1999,"ITC4","IT","F",82.9
2000,"ITC4","IT","F",83.3
2001,"ITC4","IT","F",83.5
2002,"ITC4","IT","F",83.4
2003,"ITC4","IT","F",83
2004,"ITC4","IT","F",84.1
2005,"ITC4","IT","F",83.9
2006,"ITC4","IT","F",84.5
2007,"ITC4","IT","F",84.6
2008,"ITC4","IT","F",84.5
2009,"ITC4","IT","F",84.8
2010,"ITC4","IT","F",85
2011,"ITC4","IT","F",85.4
2012,"ITC4","IT","F",85.2
2013,"ITC4","IT","F",85.8
2014,"ITC4","IT","F",86.2
2015,"ITC4","IT","F",85.4
2016,"ITC4","IT","F",86.3
1992,"ITF1","IT","F",81.4
1993,"ITF1","IT","F",81.2
1994,"ITF1","IT","F",81.5
1995,"ITF1","IT","F",82.4
1996,"ITF1","IT","F",82.2
1997,"ITF1","IT","F",82.6
1998,"ITF1","IT","F",82.6
1999,"ITF1","IT","F",83.6
2000,"ITF1","IT","F",83.2
2001,"ITF1","IT","F",84.2
2002,"ITF1","IT","F",83.7
2003,"ITF1","IT","F",83.4
2004,"ITF1","IT","F",84.3
2005,"ITF1","IT","F",84.2
2006,"ITF1","IT","F",84.6
2007,"ITF1","IT","F",84.4
2008,"ITF1","IT","F",84.7
2009,"ITF1","IT","F",83.9
2010,"ITF1","IT","F",84.9
2011,"ITF1","IT","F",85.1
2012,"ITF1","IT","F",85.1
2013,"ITF1","IT","F",85.3
2014,"ITF1","IT","F",85.6
2015,"ITF1","IT","F",84.9
2016,"ITF1","IT","F",85.9
1992,"ITF2","IT","F",81
1993,"ITF2","IT","F",81.5
1994,"ITF2","IT","F",81.8
1995,"ITF2","IT","F",82.2
1996,"ITF2","IT","F",82
1997,"ITF2","IT","F",82
1998,"ITF2","IT","F",81.9
1999,"ITF2","IT","F",82.9
2000,"ITF2","IT","F",83.1
2001,"ITF2","IT","F",83.7
2002,"ITF2","IT","F",83.4
2003,"ITF2","IT","F",83.3
2004,"ITF2","IT","F",83.7
2005,"ITF2","IT","F",84
2006,"ITF2","IT","F",84
2007,"ITF2","IT","F",84.7
2008,"ITF2","IT","F",85
2009,"ITF2","IT","F",85
2010,"ITF2","IT","F",84.7
2011,"ITF2","IT","F",85
2012,"ITF2","IT","F",85.3
2013,"ITF2","IT","F",85.5
2014,"ITF2","IT","F",85.9
2015,"ITF2","IT","F",85.4
2016,"ITF2","IT","F",86.2
1992,"ITF3","IT","F",79
1993,"ITF3","IT","F",79.2
1994,"ITF3","IT","F",79.5
1995,"ITF3","IT","F",79.8
1996,"ITF3","IT","F",79.9
1997,"ITF3","IT","F",80.3
1998,"ITF3","IT","F",80.4
1999,"ITF3","IT","F",80.9
2000,"ITF3","IT","F",80.8
2001,"ITF3","IT","F",81.4
2002,"ITF3","IT","F",81.6
2003,"ITF3","IT","F",81.3
2004,"ITF3","IT","F",82.2
2005,"ITF3","IT","F",81.9
2006,"ITF3","IT","F",82.6
2007,"ITF3","IT","F",82.4
2008,"ITF3","IT","F",82.7
2009,"ITF3","IT","F",82.8
2010,"ITF3","IT","F",83
2011,"ITF3","IT","F",83
2012,"ITF3","IT","F",83.2
2013,"ITF3","IT","F",83.6
2014,"ITF3","IT","F",83.8
2015,"ITF3","IT","F",83
2016,"ITF3","IT","F",84
1992,"ITF4","IT","F",80.3
1993,"ITF4","IT","F",81
1994,"ITF4","IT","F",81.1
1995,"ITF4","IT","F",81.6
1996,"ITF4","IT","F",81.7
1997,"ITF4","IT","F",81.9
1998,"ITF4","IT","F",81.9
1999,"ITF4","IT","F",82.5
2000,"ITF4","IT","F",82.4
2001,"ITF4","IT","F",83
2002,"ITF4","IT","F",83.2
2003,"ITF4","IT","F",82.9
2004,"ITF4","IT","F",83.9
2005,"ITF4","IT","F",83.5
2006,"ITF4","IT","F",84.1
2007,"ITF4","IT","F",83.9
2008,"ITF4","IT","F",84.5
2009,"ITF4","IT","F",84.3
2010,"ITF4","IT","F",84.9
2011,"ITF4","IT","F",84.8
2012,"ITF4","IT","F",84.9
2013,"ITF4","IT","F",85.4
2014,"ITF4","IT","F",85.4
2015,"ITF4","IT","F",84.9
2016,"ITF4","IT","F",85.6
1992,"ITF5","IT","F",80
1993,"ITF5","IT","F",80.5
1994,"ITF5","IT","F",80.8
1995,"ITF5","IT","F",80.6
1996,"ITF5","IT","F",81.4
1997,"ITF5","IT","F",81.6
1998,"ITF5","IT","F",81.9
1999,"ITF5","IT","F",81.8
2000,"ITF5","IT","F",82.6
2001,"ITF5","IT","F",83.4
2002,"ITF5","IT","F",83.4
2003,"ITF5","IT","F",83.2
2004,"ITF5","IT","F",83.2
2005,"ITF5","IT","F",83.3
2006,"ITF5","IT","F",83.9
2007,"ITF5","IT","F",84.3
2008,"ITF5","IT","F",84.5
2009,"ITF5","IT","F",84.9
2010,"ITF5","IT","F",85.1
2011,"ITF5","IT","F",85.3
2012,"ITF5","IT","F",85
2013,"ITF5","IT","F",85.8
2014,"ITF5","IT","F",85.6
2015,"ITF5","IT","F",84.7
2016,"ITF5","IT","F",85.2
1992,"ITF6","IT","F",80.4
1993,"ITF6","IT","F",80.2
1994,"ITF6","IT","F",80.7
1995,"ITF6","IT","F",81.1
1996,"ITF6","IT","F",81.5
1997,"ITF6","IT","F",81.7
1998,"ITF6","IT","F",81.4
1999,"ITF6","IT","F",82.3
2000,"ITF6","IT","F",82.3
2001,"ITF6","IT","F",82.8
2002,"ITF6","IT","F",83.3
2003,"ITF6","IT","F",82.6
2004,"ITF6","IT","F",83.4
2005,"ITF6","IT","F",83.1
2006,"ITF6","IT","F",84.1
2007,"ITF6","IT","F",83.8
2008,"ITF6","IT","F",83.9
2009,"ITF6","IT","F",83.9
2010,"ITF6","IT","F",84.9
2011,"ITF6","IT","F",84.4
2012,"ITF6","IT","F",84.5
2013,"ITF6","IT","F",85
2014,"ITF6","IT","F",85
2015,"ITF6","IT","F",84.6
2016,"ITF6","IT","F",85.3
1992,"ITG1","IT","F",79.3
1993,"ITG1","IT","F",79.7
1994,"ITG1","IT","F",79.8
1995,"ITG1","IT","F",80.2
1996,"ITG1","IT","F",80.2
1997,"ITG1","IT","F",80.7
1998,"ITG1","IT","F",80.8
1999,"ITG1","IT","F",81.4
2000,"ITG1","IT","F",81.6
2001,"ITG1","IT","F",81.8
2002,"ITG1","IT","F",82
2003,"ITG1","IT","F",81.6
2004,"ITG1","IT","F",82.7
2005,"ITG1","IT","F",82.4
2006,"ITG1","IT","F",82.9
2007,"ITG1","IT","F",82.7
2008,"ITG1","IT","F",83.2
2009,"ITG1","IT","F",82.9
2010,"ITG1","IT","F",83.6
2011,"ITG1","IT","F",83.5
2012,"ITG1","IT","F",83.5
2013,"ITG1","IT","F",84.1
2014,"ITG1","IT","F",84.3
2015,"ITG1","IT","F",83.6
2016,"ITG1","IT","F",84.6
1992,"ITG2","IT","F",81.3
1993,"ITG2","IT","F",80.8
1994,"ITG2","IT","F",81.3
1995,"ITG2","IT","F",82
1996,"ITG2","IT","F",82.1
1997,"ITG2","IT","F",82.1
1998,"ITG2","IT","F",82.1
1999,"ITG2","IT","F",82.5
2000,"ITG2","IT","F",83.3
2001,"ITG2","IT","F",83.4
2002,"ITG2","IT","F",83.6
2003,"ITG2","IT","F",83
2004,"ITG2","IT","F",84.2
2005,"ITG2","IT","F",83.9
2006,"ITG2","IT","F",84.7
2007,"ITG2","IT","F",84.6
2008,"ITG2","IT","F",84.6
2009,"ITG2","IT","F",84.7
2010,"ITG2","IT","F",85.4
2011,"ITG2","IT","F",85.3
2012,"ITG2","IT","F",85.4
2013,"ITG2","IT","F",85.7
2014,"ITG2","IT","F",85.9
2015,"ITG2","IT","F",85.5
2016,"ITG2","IT","F",86
1992,"ITH1","IT","F",81.7
1993,"ITH1","IT","F",81.8
1994,"ITH1","IT","F",82.3
1995,"ITH1","IT","F",82.9
1996,"ITH1","IT","F",83
1997,"ITH1","IT","F",83.5
1998,"ITH1","IT","F",83
1999,"ITH1","IT","F",83.2
2000,"ITH1","IT","F",84
2001,"ITH1","IT","F",84.4
2002,"ITH1","IT","F",84.3
2003,"ITH1","IT","F",83.3
2004,"ITH1","IT","F",84.3
2005,"ITH1","IT","F",84.3
2006,"ITH1","IT","F",85
2007,"ITH1","IT","F",85.5
2008,"ITH1","IT","F",85.6
2009,"ITH1","IT","F",85.9
2010,"ITH1","IT","F",85.9
2011,"ITH1","IT","F",86.2
2012,"ITH1","IT","F",85.4
2013,"ITH1","IT","F",86.3
2014,"ITH1","IT","F",86.2
2015,"ITH1","IT","F",86.1
2016,"ITH1","IT","F",86.6
1992,"ITH2","IT","F",81.9
1993,"ITH2","IT","F",82.5
1994,"ITH2","IT","F",82.6
1995,"ITH2","IT","F",82.8
1996,"ITH2","IT","F",83.7
1997,"ITH2","IT","F",83.1
1998,"ITH2","IT","F",83.4
1999,"ITH2","IT","F",84.3
2000,"ITH2","IT","F",83.6
2001,"ITH2","IT","F",85.2
2002,"ITH2","IT","F",84.8
2003,"ITH2","IT","F",84
2004,"ITH2","IT","F",84.2
2005,"ITH2","IT","F",84.8
2006,"ITH2","IT","F",85
2007,"ITH2","IT","F",85.5
2008,"ITH2","IT","F",85.6
2009,"ITH2","IT","F",86
2010,"ITH2","IT","F",86
2011,"ITH2","IT","F",86.5
2012,"ITH2","IT","F",86.4
2013,"ITH2","IT","F",86.4
2014,"ITH2","IT","F",87
2015,"ITH2","IT","F",86.2
2016,"ITH2","IT","F",86.9
1992,"ITH3","IT","F",81.6
1993,"ITH3","IT","F",81.9
1994,"ITH3","IT","F",82.1
1995,"ITH3","IT","F",82.3
1996,"ITH3","IT","F",82.7
1997,"ITH3","IT","F",82.9
1998,"ITH3","IT","F",83.1
1999,"ITH3","IT","F",83.4
2000,"ITH3","IT","F",83.8
2001,"ITH3","IT","F",84.2
2002,"ITH3","IT","F",84.1
2003,"ITH3","IT","F",83.8
2004,"ITH3","IT","F",84.5
2005,"ITH3","IT","F",84.5
2006,"ITH3","IT","F",85
2007,"ITH3","IT","F",84.9
2008,"ITH3","IT","F",85.1
2009,"ITH3","IT","F",85.4
2010,"ITH3","IT","F",85.6
2011,"ITH3","IT","F",85.6
2012,"ITH3","IT","F",85.5
2013,"ITH3","IT","F",85.9
2014,"ITH3","IT","F",86.3
2015,"ITH3","IT","F",85.5
2016,"ITH3","IT","F",86.3
1992,"ITH4","IT","F",80.7
1993,"ITH4","IT","F",81.1
1994,"ITH4","IT","F",81.5
1995,"ITH4","IT","F",81.7
1996,"ITH4","IT","F",81.6
1997,"ITH4","IT","F",82.2
1998,"ITH4","IT","F",82.6
1999,"ITH4","IT","F",82.8
2000,"ITH4","IT","F",82.9
2001,"ITH4","IT","F",83.4
2002,"ITH4","IT","F",83.2
2003,"ITH4","IT","F",82.8
2004,"ITH4","IT","F",83.4
2005,"ITH4","IT","F",83.7
2006,"ITH4","IT","F",84.2
2007,"ITH4","IT","F",84.5
2008,"ITH4","IT","F",84.5
2009,"ITH4","IT","F",84.6
2010,"ITH4","IT","F",85
2011,"ITH4","IT","F",85.1
2012,"ITH4","IT","F",85.1
2013,"ITH4","IT","F",84.9
2014,"ITH4","IT","F",85.9
2015,"ITH4","IT","F",85.3
2016,"ITH4","IT","F",85.7
1992,"ITI1","IT","F",81.5
1993,"ITI1","IT","F",81.6
1994,"ITI1","IT","F",82
1995,"ITI1","IT","F",82.1
1996,"ITI1","IT","F",82.3
1997,"ITI1","IT","F",82.5
1998,"ITI1","IT","F",83
1999,"ITI1","IT","F",83.3
2000,"ITI1","IT","F",83.4
2001,"ITI1","IT","F",84
2002,"ITI1","IT","F",84
2003,"ITI1","IT","F",83.5
2004,"ITI1","IT","F",84.2
2005,"ITI1","IT","F",84.3
2006,"ITI1","IT","F",84.8
2007,"ITI1","IT","F",84.8
2008,"ITI1","IT","F",84.7
2009,"ITI1","IT","F",84.8
2010,"ITI1","IT","F",85.3
2011,"ITI1","IT","F",85.4
2012,"ITI1","IT","F",85.2
2013,"ITI1","IT","F",85.7
2014,"ITI1","IT","F",86.1
2015,"ITI1","IT","F",85.4
2016,"ITI1","IT","F",85.9
1992,"ITI2","IT","F",81.8
1993,"ITI2","IT","F",81.6
1994,"ITI2","IT","F",82.1
1995,"ITI2","IT","F",82.2
1996,"ITI2","IT","F",82.2
1997,"ITI2","IT","F",82.8
1998,"ITI2","IT","F",82.6
1999,"ITI2","IT","F",83.4
2000,"ITI2","IT","F",83.6
2001,"ITI2","IT","F",84.1
2002,"ITI2","IT","F",84.2
2003,"ITI2","IT","F",84.2
2004,"ITI2","IT","F",84.5
2005,"ITI2","IT","F",84.1
2006,"ITI2","IT","F",84.7
2007,"ITI2","IT","F",85
2008,"ITI2","IT","F",84.6
2009,"ITI2","IT","F",85.4
2010,"ITI2","IT","F",85.6
2011,"ITI2","IT","F",85.9
2012,"ITI2","IT","F",85.3
2013,"ITI2","IT","F",85.9
2014,"ITI2","IT","F",86.4
2015,"ITI2","IT","F",85.5
2016,"ITI2","IT","F",86.1
1992,"ITI4","IT","F",80.6
1993,"ITI4","IT","F",81
1994,"ITI4","IT","F",81.2
1995,"ITI4","IT","F",81.5
1996,"ITI4","IT","F",81.8
1997,"ITI4","IT","F",81.7
1998,"ITI4","IT","F",82
1999,"ITI4","IT","F",82.4
2000,"ITI4","IT","F",82.4
2001,"ITI4","IT","F",82.9
2002,"ITI4","IT","F",82.9
2003,"ITI4","IT","F",82.3
2004,"ITI4","IT","F",82.8
2005,"ITI4","IT","F",83.1
2006,"ITI4","IT","F",83.8
2007,"ITI4","IT","F",84
2008,"ITI4","IT","F",83.9
2009,"ITI4","IT","F",83.8
2010,"ITI4","IT","F",84.2
2011,"ITI4","IT","F",84.3
2012,"ITI4","IT","F",84.3
2013,"ITI4","IT","F",85.2
2014,"ITI4","IT","F",85.4
2015,"ITI4","IT","F",84.8
2016,"ITI4","IT","F",85.2
1992,"LT00","LT","F",76
1993,"LT00","LT","F",75
1994,"LT00","LT","F",74.9
1995,"LT00","LT","F",75.1
1996,"LT00","LT","F",75.9
1997,"LT00","LT","F",76.6
1998,"LT00","LT","F",76.7
1999,"LT00","LT","F",77
2000,"LT00","LT","F",77.4
2001,"LT00","LT","F",77.4
2002,"LT00","LT","F",77.4
2003,"LT00","LT","F",77.7
2004,"LT00","LT","F",77.7
2005,"LT00","LT","F",77.4
2006,"LT00","LT","F",77.1
2007,"LT00","LT","F",77.2
2008,"LT00","LT","F",77.6
2009,"LT00","LT","F",78.7
2010,"LT00","LT","F",78.9
2011,"LT00","LT","F",79.3
2012,"LT00","LT","F",79.6
2013,"LT00","LT","F",79.6
2014,"LT00","LT","F",80.1
2015,"LT00","LT","F",79.7
2016,"LT00","LT","F",80.1
1992,"LU00","LU","F",78.6
1993,"LU00","LU","F",79.6
1994,"LU00","LU","F",79.9
1995,"LU00","LU","F",80.6
1996,"LU00","LU","F",80.2
1997,"LU00","LU","F",80
1998,"LU00","LU","F",80.8
1999,"LU00","LU","F",81.4
2000,"LU00","LU","F",81.3
2001,"LU00","LU","F",80.7
2002,"LU00","LU","F",81.5
2003,"LU00","LU","F",80.8
2004,"LU00","LU","F",82.4
2005,"LU00","LU","F",82.3
2006,"LU00","LU","F",81.9
2007,"LU00","LU","F",82.2
2008,"LU00","LU","F",83.1
2009,"LU00","LU","F",83.3
2010,"LU00","LU","F",83.5
2011,"LU00","LU","F",83.6
2012,"LU00","LU","F",83.8
2013,"LU00","LU","F",83.9
2014,"LU00","LU","F",85.2
2015,"LU00","LU","F",84.7
2016,"LU00","LU","F",85.3
1992,"NL11","NL","F",NA
1993,"NL11","NL","F",NA
1994,"NL11","NL","F",NA
1995,"NL11","NL","F",NA
1996,"NL11","NL","F",NA
1997,"NL11","NL","F",NA
1998,"NL11","NL","F",NA
1999,"NL11","NL","F",NA
2000,"NL11","NL","F",NA
2001,"NL11","NL","F",80.1
2002,"NL11","NL","F",80.4
2003,"NL11","NL","F",80.7
2004,"NL11","NL","F",81.4
2005,"NL11","NL","F",81.7
2006,"NL11","NL","F",81.5
2007,"NL11","NL","F",82.3
2008,"NL11","NL","F",82.1
2009,"NL11","NL","F",82
2010,"NL11","NL","F",82.1
2011,"NL11","NL","F",82.4
2012,"NL11","NL","F",81.9
2013,"NL11","NL","F",82.3
2014,"NL11","NL","F",82.5
2015,"NL11","NL","F",82.4
2016,"NL11","NL","F",82.4
1992,"NL12","NL","F",NA
1993,"NL12","NL","F",NA
1994,"NL12","NL","F",NA
1995,"NL12","NL","F",NA
1996,"NL12","NL","F",NA
1997,"NL12","NL","F",NA
1998,"NL12","NL","F",NA
1999,"NL12","NL","F",NA
2000,"NL12","NL","F",NA
2001,"NL12","NL","F",80.8
2002,"NL12","NL","F",80.7
2003,"NL12","NL","F",81.4
2004,"NL12","NL","F",81.9
2005,"NL12","NL","F",82
2006,"NL12","NL","F",81.7
2007,"NL12","NL","F",82.8
2008,"NL12","NL","F",82.5
2009,"NL12","NL","F",83.1
2010,"NL12","NL","F",83
2011,"NL12","NL","F",83.2
2012,"NL12","NL","F",83
2013,"NL12","NL","F",83.2
2014,"NL12","NL","F",83.7
2015,"NL12","NL","F",83.4
2016,"NL12","NL","F",83.1
1992,"NL13","NL","F",NA
1993,"NL13","NL","F",NA
1994,"NL13","NL","F",NA
1995,"NL13","NL","F",NA
1996,"NL13","NL","F",NA
1997,"NL13","NL","F",NA
1998,"NL13","NL","F",NA
1999,"NL13","NL","F",NA
2000,"NL13","NL","F",NA
2001,"NL13","NL","F",81.3
2002,"NL13","NL","F",80.9
2003,"NL13","NL","F",81.8
2004,"NL13","NL","F",81.5
2005,"NL13","NL","F",82.2
2006,"NL13","NL","F",82.6
2007,"NL13","NL","F",82.7
2008,"NL13","NL","F",83.1
2009,"NL13","NL","F",83
2010,"NL13","NL","F",83.5
2011,"NL13","NL","F",82.6
2012,"NL13","NL","F",82.6
2013,"NL13","NL","F",83
2014,"NL13","NL","F",83.7
2015,"NL13","NL","F",82.7
2016,"NL13","NL","F",82.9
1992,"NL21","NL","F",NA
1993,"NL21","NL","F",NA
1994,"NL21","NL","F",NA
1995,"NL21","NL","F",NA
1996,"NL21","NL","F",NA
1997,"NL21","NL","F",NA
1998,"NL21","NL","F",NA
1999,"NL21","NL","F",NA
2000,"NL21","NL","F",NA
2001,"NL21","NL","F",80.5
2002,"NL21","NL","F",80.5
2003,"NL21","NL","F",80.6
2004,"NL21","NL","F",81.4
2005,"NL21","NL","F",81.5
2006,"NL21","NL","F",81.6
2007,"NL21","NL","F",82.5
2008,"NL21","NL","F",82.5
2009,"NL21","NL","F",82.8
2010,"NL21","NL","F",82.8
2011,"NL21","NL","F",82.9
2012,"NL21","NL","F",83
2013,"NL21","NL","F",82.9
2014,"NL21","NL","F",83.3
2015,"NL21","NL","F",83
2016,"NL21","NL","F",83
1992,"NL22","NL","F",NA
1993,"NL22","NL","F",NA
1994,"NL22","NL","F",NA
1995,"NL22","NL","F",NA
1996,"NL22","NL","F",NA
1997,"NL22","NL","F",NA
1998,"NL22","NL","F",NA
1999,"NL22","NL","F",NA
2000,"NL22","NL","F",NA
2001,"NL22","NL","F",80.9
2002,"NL22","NL","F",80.7
2003,"NL22","NL","F",80.9
2004,"NL22","NL","F",81.4
2005,"NL22","NL","F",81.6
2006,"NL22","NL","F",82.1
2007,"NL22","NL","F",82.6
2008,"NL22","NL","F",82.4
2009,"NL22","NL","F",82.8
2010,"NL22","NL","F",82.9
2011,"NL22","NL","F",83.1
2012,"NL22","NL","F",82.8
2013,"NL22","NL","F",83.4
2014,"NL22","NL","F",83.6
2015,"NL22","NL","F",83.3
2016,"NL22","NL","F",83.4
1992,"NL23","NL","F",NA
1993,"NL23","NL","F",NA
1994,"NL23","NL","F",NA
1995,"NL23","NL","F",NA
1996,"NL23","NL","F",NA
1997,"NL23","NL","F",NA
1998,"NL23","NL","F",NA
1999,"NL23","NL","F",NA
2000,"NL23","NL","F",NA
2001,"NL23","NL","F",80.4
2002,"NL23","NL","F",80.5
2003,"NL23","NL","F",81.1
2004,"NL23","NL","F",81.6
2005,"NL23","NL","F",81.4
2006,"NL23","NL","F",82
2007,"NL23","NL","F",82.2
2008,"NL23","NL","F",82.4
2009,"NL23","NL","F",83.3
2010,"NL23","NL","F",82.1
2011,"NL23","NL","F",82.8
2012,"NL23","NL","F",82.7
2013,"NL23","NL","F",83.2
2014,"NL23","NL","F",84
2015,"NL23","NL","F",83.3
2016,"NL23","NL","F",83.3
1992,"NL31","NL","F",NA
1993,"NL31","NL","F",NA
1994,"NL31","NL","F",NA
1995,"NL31","NL","F",NA
1996,"NL31","NL","F",NA
1997,"NL31","NL","F",NA
1998,"NL31","NL","F",NA
1999,"NL31","NL","F",NA
2000,"NL31","NL","F",NA
2001,"NL31","NL","F",81.1
2002,"NL31","NL","F",81.2
2003,"NL31","NL","F",81.1
2004,"NL31","NL","F",81.7
2005,"NL31","NL","F",82.2
2006,"NL31","NL","F",82.1
2007,"NL31","NL","F",83.2
2008,"NL31","NL","F",82.7
2009,"NL31","NL","F",83.3
2010,"NL31","NL","F",83.1
2011,"NL31","NL","F",83.4
2012,"NL31","NL","F",83.6
2013,"NL31","NL","F",83.8
2014,"NL31","NL","F",83.6
2015,"NL31","NL","F",83.6
2016,"NL31","NL","F",83.4
1992,"NL32","NL","F",NA
1993,"NL32","NL","F",NA
1994,"NL32","NL","F",NA
1995,"NL32","NL","F",NA
1996,"NL32","NL","F",NA
1997,"NL32","NL","F",NA
1998,"NL32","NL","F",NA
1999,"NL32","NL","F",NA
2000,"NL32","NL","F",NA
2001,"NL32","NL","F",80.8
2002,"NL32","NL","F",80.8
2003,"NL32","NL","F",81.1
2004,"NL32","NL","F",81.7
2005,"NL32","NL","F",81.7
2006,"NL32","NL","F",82.3
2007,"NL32","NL","F",82.6
2008,"NL32","NL","F",82.5
2009,"NL32","NL","F",83
2010,"NL32","NL","F",83.3
2011,"NL32","NL","F",83.1
2012,"NL32","NL","F",82.9
2013,"NL32","NL","F",83.3
2014,"NL32","NL","F",83.4
2015,"NL32","NL","F",83.3
2016,"NL32","NL","F",83.1
1992,"NL33","NL","F",NA
1993,"NL33","NL","F",NA
1994,"NL33","NL","F",NA
